state_abb,Provider Name,state,geometry
NC,UNIVERSAL HEALTH CARE & REHAB,North Carolina,"c(-80.581233, 35.430777)"
NC,CITADEL ELIZABETH CITY LLC,North Carolina,"c(-76.241971, 36.28811)"
NC,PREMIER LIVING AND REHAB CENTER,North Carolina,"c(-78.518864, 34.319956)"
NC,FIVE OAKS MANOR,North Carolina,"c(-80.621732, 35.446135)"
NC,GRACE HEIGHTS HEALTH & REHABILITATION,North Carolina,"c(-81.652241, 35.727012)"
NC,MURPHY REHABILITATION & NURSING,North Carolina,"c(-83.961783, 35.073983)"
NC,SURRY COMMUNITY HEALTH AND REHAB CENTER,North Carolina,"c(-80.617835, 36.521408)"
NC,LONGLEAF NEURO-MEDICAL TREATMENT CENTER,North Carolina,"c(-77.895799, 35.725168)"
NC,MOUNTAIN VIEW MANOR NURSING CE,North Carolina,"c(-83.468306, 35.41956)"
NC,GLENFLORA,North Carolina,"c(-79.015798, 34.688559)"
NC,EDGECOMBE HEALTH AND REHAB CENTER,North Carolina,"c(-77.557926, 35.897338)"
NC,MOUNTAIN VISTA HEALTH PARK,North Carolina,"c(-80.116941, 35.622242)"
NC,WILLOW RIDGE OF NC,North Carolina,"c(-81.969731, 35.363919)"
NC,ASTON PARK HEALTH CARE CENTER,North Carolina,"c(-82.595517, 35.562559)"
NC,CAROL WOODS,North Carolina,"c(-79.037558, 35.96236)"
NC,PELICAN HEALTH AT CHARLOTTE,North Carolina,"c(-80.811356, 35.205721)"
NC,CAPITAL NURSING AND REHABILITATION CENTER,North Carolina,"c(-78.583468, 35.785461)"
NC,WARSAW NURSING AND REHABILITATION CENTER,North Carolina,"c(-78.075953, 34.994319)"
NC,THE LODGE AT MILLS RIVER,North Carolina,"c(-82.5743, 35.422997)"
NC,RICH  SQUARE NURSING & REHAB,North Carolina,"c(-77.280876, 36.278041)"
NC,PRUITTHEALTH-NEUSE,North Carolina,"c(-77.066718, 35.114542)"
NC,LOUISBURG HEALTHCARE & REHABILITATION CENTER,North Carolina,"c(-78.299359, 36.113597)"
NC,ACCORDIUS HEALTH AT CREEKSIDE CARE,North Carolina,"c(-76.983905, 36.277434)"
NC,BRIAN CENTER HEALTH & RETIREMENT/CABARRUS,North Carolina,"c(-80.604426, 35.453148)"
NC,"COMPASS HEALTHCARE AND REHAB HAWFIELDS, INC",North Carolina,"c(-79.315737, 36.054562)"
NC,SIGNATURE HEALTHCARE OF KINSTON,North Carolina,"c(-77.565136, 35.293798)"
NC,GREENDALE FOREST NURSING AND REHABILITATION CENTER,North Carolina,"c(-77.660882, 35.434055)"
NC,GOLDEN YEARS NURSING HOME,North Carolina,"c(-78.648497, 35.194524)"
NC,REX REHAB & NSG CARE CENTER,North Carolina,"c(-78.705032, 35.815458)"
NC,PINEHURST HEALTHCARE & REHABILITATION CENTER,North Carolina,"c(-79.467482, 35.171166)"
NC,PRUITTHEALTH-TRENT,North Carolina,"c(-77.064652, 35.113752)"
NC,WILSON PINES NURSING AND REHABILITATION CENTER,North Carolina,"c(-77.942634, 35.714979)"
NC,LIBERTY COMMONS NRSG & REHAB CNTR OF SOUTHPORT LLC,North Carolina,"c(-78.020507, 33.930116)"
NC,ACCORDIUS HEALTH AT SCOTLAND MANOR,North Carolina,"c(-77.428354, 36.129298)"
NC,CUMBERLAND NURSING AND REHABILITATION CENTER,North Carolina,"c(-78.908243, 35.013158)"
NC,EAST CAROLINA REHAB AND WELLNESS,North Carolina,"c(-77.410434, 35.616634)"
NC,PRUITTHEALTH-ROCKINGHAM,North Carolina,"c(-79.75119, 34.931562)"
NC,VILLAGE GREEN HEALTH AND REHABILITATION,North Carolina,"c(-78.923606, 35.040948)"
NC,VILLAGE CARE OF KING,North Carolina,"c(NA, NA)"
NC,SCOTTISH PINES REHABILITATION AND NURSING CENTER,North Carolina,"c(-79.465277, 34.756663)"
NC,PRUITTHEATH-FARMVILLE,North Carolina,"c(-77.593568, 35.578134)"
NC,CARDINAL HEALTHCARE AND REHAB,North Carolina,"c(-81.257576, 35.482558)"
NC,WILKES REGIONAL MEDICAL CTR SN,North Carolina,"c(-81.157013, 36.158465)"
NC,HUNTER WOODS NURSING AND REHAB,North Carolina,"c(-80.774013, 35.278853)"
NC,THE LAURELS OF FOREST GLENN,North Carolina,"c(-78.624905, 35.705197)"
NC,ACCORDIUS HEALTH AT WILMINGTON,North Carolina,"c(-77.931362, 34.195438)"
NC,BARBOUR COURT NURSING AND REHABILITATION CENTER,North Carolina,"c(-78.359314, 35.541039)"
NC,WHITE OAK MANOR - CHARLOTTE,North Carolina,"c(-80.782964, 35.185569)"
NC,WARREN HILLS NURSING CENTER,North Carolina,"c(-78.17212, 36.417359)"
NC,BRIAN CENTER HEALTH & REHAB/EDEN,North Carolina,"c(-79.779433, 36.50793)"
NC,THE FOUNTAINS AT THE ALBEMARLE,North Carolina,"c(-77.534639, 35.895222)"
NC,SMOKY MOUNTAIN HEALTH AND REHABILITATION CENTER,North Carolina,"c(-82.956174, 35.541418)"
NC,SHORELAND HLTH CARE & RETIREME,North Carolina,"c(NA, NA)"
NC,SKYLAND CARE CENTER,North Carolina,"c(-83.212717, 35.376804)"
NC,WILKESBORO HEALTH AND REHABILITATION,North Carolina,"c(-81.173389, 36.155809)"
NC,CARY HEALTH AND REHABILITATION,North Carolina,"c(-78.765688, 35.742771)"
NC,THREE RIVERS HEALTH AND REHAB,North Carolina,"c(NA, NA)"
NC,PINEY GROVE NURSING AND REHABILITATION CENTER,North Carolina,"c(-80.070411, 36.13662)"
NC,GRAHAM HEALTHCARE AND REHABILITATION CENTER,North Carolina,"c(-83.816671, 35.311885)"
NC,CROSS CREEK HEALTH CARE,North Carolina,"c(-76.307792, 35.403781)"
NC,BRIAN CENTER SOUTHPOINT,North Carolina,"c(-78.931283, 35.917284)"
NC,PEMBROKE CENTER,North Carolina,"c(-79.182646, 34.684505)"
NC,CENTRAL CONTINUING CARE,North Carolina,"c(-80.602341, 36.481696)"
NC,HAYWOOD NURSING AND REHABILITATION CENTER,North Carolina,"c(-82.98232, 35.493676)"
NC,ALLEGHANY CENTER,North Carolina,"c(-81.124584, 36.505285)"
NC,BRIAN CENTER HEALTH & REHAB/HERTFORD,North Carolina,"c(-76.493012, 36.202002)"
NC,MACON VALLEY NURSING AND REHABILITATION CENTER,North Carolina,"c(-83.433528, 35.167118)"
NC,STANLEY TOTAL LIVING CENTER,North Carolina,"c(-81.083474, 35.354856)"
NC,BRIAN CENTER HEALTH & REHAB/YANCEYVILLE,North Carolina,"c(-79.348691, 36.413224)"
NC,THE CARROLTON OF PLYMOUTH,North Carolina,"c(-76.727683, 35.86478)"
NC,"BLADEN EAST HEALTH AND REHAB, LLC",North Carolina,"c(-78.61075, 34.620647)"
NC,AUTUMN CARE OF MARSHVILLE,North Carolina,"c(-80.371831, 34.991039)"
NC,AUTUMN CARE OF SALISBURY,North Carolina,"c(-80.446053, 35.662764)"
NC,BRIAN CTR HEALTH & REHAB/SPRUCE PINES,North Carolina,"c(-82.087617, 35.906303)"
NC,KINDRED HOSPITAL EAST GREENSBORO,North Carolina,"c(-79.770941, 36.048661)"
NC,WOODLAND HILL CENTER,North Carolina,"c(-79.816023, 35.735334)"
NC,NORTHERN REGIONAL HOSPITAL,North Carolina,"c(-80.611181, 36.488418)"
NC,HUNTER HILLS NURSING AND REHABILITATION CENTER,North Carolina,"c(-77.845658, 35.986469)"
NC,AUTUMN CARE OF RAEFORD,North Carolina,"c(-79.228483, 34.993005)"
NC,STANLY MANOR,North Carolina,"c(-81.890807, 35.305728)"
NC,CLEVELAND PINES,North Carolina,"c(-81.537792, 35.318736)"
NC,THE CITADEL MOORESVILLE,North Carolina,"c(-80.80824, 35.570014)"
NC,THE OAKS,North Carolina,"c(-80.294125, 36.076624)"
NC,ACCORDIUS HEALTH AT HENDERSONVILLE LLC,North Carolina,"c(-82.490026, 35.365698)"
NC,THE CITADEL SALISBURY,North Carolina,"c(-80.49383, 35.642224)"
NC,"COMPASS HEALTHCARE AND REHAB ROWAN, LLC",North Carolina,"c(-80.445383, 35.682174)"
NC,CURRITUCK HEALTH & REHAB CENTER,North Carolina,"c(-75.978565, 36.389386)"
NC,UNIVERSAL HEALTH CARE / OXFORD,North Carolina,"c(-78.599871, 36.327127)"
NC,GRANTSBROOK NURSING AND REHABILITATION CENTER,North Carolina,"c(-76.822366, 35.140323)"
NC,RICHMOND PINES HEALTHCARE AND REHABILITATION CENTE,North Carolina,"c(NA, NA)"
NC,AUTUMN CARE OF SHALLOTTE,North Carolina,"c(-78.388666, 33.977192)"
NC,MARGATE HEALTH AND REHAB CENTER,North Carolina,"c(-81.454113, 36.423233)"
NC,SCOTIA VILLAGE-SNF,North Carolina,"c(NA, NA)"
NC,THE LAURELS OF PENDER,North Carolina,"c(-77.92037, 34.548292)"
NC,WHITE OAK MANOR - BURLINGTON,North Carolina,"c(-79.419703, 36.102475)"
NC,VERO HEALTH & REHAB OF SYLVA,North Carolina,"c(-83.227392, 35.33498)"
NC,THE LAURELS OF GREENTREE RIDGE,North Carolina,"c(-82.529424, 35.563073)"
NC,CHARLOTTE HEALTH & REHABILITATION CENTER,North Carolina,"c(-80.923576, 35.261415)"
NC,ACCORDIUS HEALTH AND REHABILITATION,North Carolina,"c(-76.739914, 36.391238)"
NC,IREDELL MEMORIAL HOSPITAL INC,North Carolina,"c(-80.876817, 35.79986)"
NC,THE IVY AT GASTONIA LLC,North Carolina,"c(-81.102667, 35.256045)"
NC,LIBERTY COMMONS NSG AND REHAB CTR OF HALIFAX CTY,North Carolina,"c(-77.60862, 36.41668)"
NC,PIEDMONT CROSSING,North Carolina,"c(-80.103949, 35.843261)"
NC,ROXBORO HEALTHCARE & REHAB CENTER,North Carolina,"c(-78.981946, 36.4115)"
NC,BRIAN CTR HEALTH & REHAB/HENDERSONVILLE,North Carolina,"c(-82.494192, 35.324358)"
NC,NORTHAMPTON NURSING AND REHABILITATION CENTER,North Carolina,"c(NA, NA)"
NC,"FAIR HAVEN OF FOREST CITY, LLC",North Carolina,"c(-81.895104, 35.302024)"
NC,HIGHLAND ACRES NURSING AND REHABILITATION CENTER,North Carolina,"c(-78.989713, 34.644218)"
NC,SENIOR CITIZENS HOME,North Carolina,"c(-78.456371, 36.307672)"
NC,BRIAN CENTER HEALTH & RETIREMENT CLAYTON,North Carolina,"c(-78.470299, 35.636522)"
NC,BRUNSWICK COVE NURSING CENTER,North Carolina,"c(-78.631027, 33.988787)"
NC,ELDERBERRY HEALTH CARE,North Carolina,"c(-82.652921, 35.797372)"
NC,KERR LAKE NURSING AND REHABILITATION CENTER,North Carolina,"c(-78.417367, 36.322335)"
NC,THE LAURELS OF HENDERSONVILLE,North Carolina,"c(-82.457753, 35.343048)"
NC,BRIAN CTR HLTH & REHABILITATION WALLACE,North Carolina,"c(NA, NA)"
NC,CORNERSTONE NURSING AND REHABILITATION CENTER,North Carolina,"c(-78.630104, 35.304898)"
NC,WILLOWBROOKE COURT SC CTR AT MATTHEWS GLEN,North Carolina,"c(-80.735262, 35.113801)"
NC,GIVENS HEALTH CENTER,North Carolina,"c(-82.51033, 35.50683)"
NC,GATEWAY REHABILITATION AND HEALTHCARE,North Carolina,"c(-81.563513, 35.900764)"
NC,THE GRAYBRIER NURS & RETIREMENT CT,North Carolina,"c(-79.944707, 35.882947)"
NC,SARDIS OAKS,North Carolina,"c(-80.791115, 35.157815)"
NC,BRIAN CENTER HEALTH AND REHABILITATION/WILSON,North Carolina,"c(-77.940696, 35.710797)"
NC,ABBOTTS CREEK CENTER,North Carolina,"c(-80.227497, 35.851182)"
NC,FRANKLIN OAKS NURSING AND REHABILITATION CENTER,North Carolina,"c(-78.294319, 36.11999)"
NC,SIGNATURE HEALTHCARE OF ROANOKE RAPIDS,North Carolina,"c(-77.656703, 36.448063)"
NC,"PEAK RESOURCES - ALAMANCE, INC",North Carolina,"c(-79.404657, 36.076257)"
NC,BRIAN CENTER HEALTH & REHABILITATION/WINDSOR,North Carolina,"c(-76.930213, 35.989478)"
NC,MAPLE LEAF HEALTH CARE,North Carolina,"c(-80.843022, 35.809546)"
NC,SILVER BLUFF INC,North Carolina,"c(-82.878612, 35.482434)"
NC,BIG ELM RETIREMENT AND NURSING CENTERS,North Carolina,"c(-80.632173, 35.513723)"
NC,BRIAN CENTER HEALTH AND REHABILITATION/GOLDSBORO,North Carolina,"c(-77.972744, 35.393981)"
NC,PELICAN HEALTH HENDERSON LLC,North Carolina,"c(-78.416416, 36.337229)"
NC,ACCORDIUS HEALTH AT MONROE,North Carolina,"c(-80.495344, 34.975465)"
NC,WHISPERING PINES NURSING & REHAB CENTER,North Carolina,"c(-78.888718, 35.104219)"
NC,WOODBURY WELLNESS CENTER INC,North Carolina,"c(-77.644981, 34.3969)"
NC,COURTLAND TERRACE,North Carolina,"c(-81.14021, 35.267913)"
NC,AUTUMN CARE OF SALUDA,North Carolina,"c(NA, NA)"
NC,HIGHLAND HOUSE REHABILITATION AND HEALTHCARE,North Carolina,"c(-78.921359, 35.090306)"
NC,AUTUMN CARE OF BISCOE,North Carolina,"c(-79.790322, 35.366668)"
NC,HILLCREST CONVALESCENT CENTER,North Carolina,"c(-78.918869, 36.004896)"
NC,CYPRESS POINTE REHABILITATION CENTER,North Carolina,"c(-77.92532, 34.209272)"
NC,SILAS CREEK REHABILITATION CENTER,North Carolina,"c(-80.299814, 36.076342)"
NC,PERSON MEMORIAL HOSPITAL,North Carolina,"c(-78.984763, 36.407549)"
NC,BLUMENTHAL NURSING & REHABILITATION CENTER,North Carolina,"c(-79.824144, 36.122456)"
NC,"THE CITADEL AT MYERS PARK, LLC",North Carolina,"c(-80.824128, 35.205756)"
NC,THE OAKS AT WHITAKER GLEN-MAYVIEW,North Carolina,"c(-78.632996, 35.806713)"
NC,ACCORDIUS HEALTH AT ASHEVILLE,North Carolina,"c(-82.527267, 35.642294)"
NC,ACCORDIUS HEALTH AT LEXINGTON,North Carolina,"c(-80.288314, 35.800099)"
NC,PEAK RESOURCES - CHARLOTTE,North Carolina,"c(-80.789389, 35.216682)"
NC,"ACCORDIUS HEALTH AT GREENSBORO, LLC",North Carolina,"c(-79.790169, 36.089392)"
NC,CLAPP'S CONVALESCENT NURSING HOME INC,North Carolina,"c(-79.788366, 35.709457)"
NC,CLAPPS NURSING CENTER INC,North Carolina,"c(-79.757385, 35.958592)"
NC,ROYAL PARK REHAB & HEALTH CTR OF MATTHEWS,North Carolina,"c(-80.690858, 35.116043)"
NC,ELIZABETH CITY HEALTH AND REHABILITATION,North Carolina,"c(-76.272533, 36.285805)"
NC,SUMMERSTONE HEALTH AND REHABILITATION CENTER,North Carolina,"c(NA, NA)"
NC,ST JOSEPH OF THE PINES HEALTH CENTER,North Carolina,"c(-79.375419, 35.219898)"
NC,THE FOLEY CENTER AT CHESTNUT RIDGE,North Carolina,"c(-81.80166, 36.157881)"
NC,MOUNTAIN RIDGE HEALTH AND REHAB,North Carolina,"c(-82.288374, 35.619967)"
NC,RALEIGH REHABILITATION CENTER,North Carolina,"c(-78.650838, 35.796311)"
NC,JACOB'S CREEK NURSING AND REHABILITATION CENTER,North Carolina,"c(-79.905258, 36.36186)"
NC,ANSON HEALTH AND REHABILITATION,North Carolina,"c(NA, NA)"
NC,PETTIGREW REHABILITATION CENTER,North Carolina,"c(-78.921156, 36.00581)"
NC,WOODHAVEN NURS & ALZHEIMER'S C,North Carolina,"c(-78.993233, 34.657778)"
NC,PRUITTHEALTH-DURHAM,North Carolina,"c(-78.950484, 36.003975)"
NC,ACCORDIUS HEALTH AT WILSON,North Carolina,"c(-77.952126, 35.722365)"
NC,ALSTON BROOK,North Carolina,"c(-80.323085, 35.784955)"
NC,COUNTRYSIDE,North Carolina,"c(-79.958927, 36.235271)"
NC,HEARTLAND LIVING & REHAB AT THE MOSES H CONE MEM H,North Carolina,"c(-79.783746, 36.091662)"
NC,WADESBORO HEALTH & REHAB CENTER,North Carolina,"c(-80.051682, 34.943617)"
NC,PISGAH MANOR HEALTH CARE CENTER,North Carolina,"c(-82.674207, 35.571617)"
NC,BROOK STONE LIVING CENTER,North Carolina,"c(-77.224142, 34.999983)"
NC,PEAK RESOURCES-CHERRYVILLE,North Carolina,"c(-81.350316, 35.386489)"
NC,ACCORDIUS HEALTH AT RUTHERFORD LLC,North Carolina,"c(-81.925314, 35.410647)"
NC,TRINITY GLEN,North Carolina,"c(-80.20304, 36.110724)"
NC,WALNUT COVE HEALTH AND REHABILITATION CENTER,North Carolina,"c(-80.143209, 36.298787)"
NC,WESTCHESTER MANOR AT PROVIDENCE PLACE,North Carolina,"c(-80.033909, 35.944249)"
NC,EDGEWOOD PLACE AT THE VILLAGE AT BROOKWOOD,North Carolina,"c(-79.462486, 36.093468)"
NC,THE CITADEL AT WINSTON SALEM,North Carolina,"c(-80.272421, 36.09633)"
NC,MARYFIELD NURSING HOME,North Carolina,"c(-79.958093, 35.990605)"
NC,CHATHAM NURSING & REHABILITATION,North Carolina,"c(-80.836547, 36.267108)"
NC,HUNTERSVILLE OAKS,North Carolina,"c(-80.84206, 35.39321)"
NC,JESSE HELMS NURSING CENTER,North Carolina,"c(-80.522054, 34.976436)"
NC,MAGGIE VALLEY NURSING AND REHABILITATION,North Carolina,"c(-83.099626, 35.517152)"
NC,CARRINGTON PLACE,North Carolina,"c(-80.732143, 35.114314)"
NC,ZEBULON REHABILITATION CENTER,North Carolina,"c(-78.325871, 35.820441)"
NC,PRUITTHEALTH-HIGH POINT,North Carolina,"c(-80.04814, 36.013482)"
NC,TRINITY RIDGE,North Carolina,"c(-81.358157, 35.688176)"
NC,TRINITY PLACE,North Carolina,"c(-80.18425, 35.33176)"
NC,AUTUMN CARE OF WAYNESVILLE,North Carolina,"c(-83.011072, 35.460731)"
NC,PENICK VILLAGE,North Carolina,"c(-79.382551, 35.174509)"
NC,WILLOW CREEK NURSING AND REHABILITATION CENTER,North Carolina,"c(-77.960295, 35.398763)"
NC,ACCORDIUS HEALTH AT SALISBURY,North Carolina,"c(-80.492416, 35.689208)"
NC,"CAROLINA PINES AT GREENSBORO, LLC",North Carolina,"c(-79.847646, 36.07192)"
NC,NORTHCHASE NURSING AND REHABILITATION CENTER,North Carolina,"c(-77.875136, 34.306682)"
NC,CAROLINA VILLAGE INC,North Carolina,"c(-82.449058, 35.345103)"
NC,PRUITTHEALTH-ELKIN,North Carolina,"c(-80.832769, 36.263604)"
NC,MOUNT OLIVE CENTER,North Carolina,"c(-78.076404, 35.19785)"
NC,WHITE OAK MANOR - TRYON,North Carolina,"c(-82.237349, 35.209902)"
NC,ACCORDIUS HEALTH AT STATESVILLE,North Carolina,"c(-80.868492, 35.797278)"
NC,DAVIE NURSING AND REHABILITATION CENTER,North Carolina,"c(-80.594297, 35.918034)"
NC,ACCORDIUS HEALTH AT CONCORD,North Carolina,"c(-80.600099, 35.443954)"
NC,ACCORDIUS HEALTH AT CLEMMONS,North Carolina,"c(-80.392415, 36.018655)"
NC,GREENHAVEN HEALTH AND REHABILITATION CENTER,North Carolina,"c(-79.812272, 36.0245)"
NC,ACCORDIUS HEALTH AT WILKESBORO,North Carolina,"c(-81.166265, 36.141365)"
NC,PELICAN HEALTH RANDOLPH LLC,North Carolina,"c(-80.796649, 35.171798)"
NC,THE LODGE AT ROCKY MOUNT HEALTH AND REHABILITATION,North Carolina,"c(-77.871031, 35.977593)"
NC,LENOIR HEALTHCARE CENTER,North Carolina,"c(-81.529646, 35.93825)"
NC,BRIGHTMOOR NURSING CENTER,North Carolina,"c(-80.47677, 35.671442)"
NC,UNIVERSITY PLACE NURSING AND REHABILITATION CENTER,North Carolina,"c(-80.750553, 35.316782)"
NC,SILER CITY CENTER,North Carolina,"c(-79.474137, 35.717434)"
NC,PINE RIDGE HEALTH AND REHABILITATION CENTER,North Carolina,"c(-80.101692, 35.895919)"
NC,ROANOKE RIVER NURSING AND REHABILITATION CENTER,North Carolina,"c(-77.048017, 35.853006)"
NC,BETHANY WOODS NURSING AND REHABILITATION CENTER,North Carolina,"c(-80.222097, 35.391085)"
NC,FRIENDS HOMES AT GUILFORD,North Carolina,"c(-79.890627, 36.093328)"
NC,ACCORDIUS HEALTH AT WINSTON SALEM,North Carolina,"c(-80.294144, 36.159725)"
NC,KENANSVILLE HEALTH & REHABILITATION CENTER,North Carolina,"c(-77.957401, 34.964127)"
NC,WHITE OAK MANOR - KINGS MOUNTAIN,North Carolina,"c(-81.35666, 35.24278)"
NC,TRINITY VILLAGE,North Carolina,"c(-81.297366, 35.744467)"
NC,"ACCORDIUS HEALTH AT MIDWOOD, LLC",North Carolina,"c(-80.779554, 35.237863)"
NC,SMOKY RIDGE HEALTH & REHABILITATION,North Carolina,"c(-82.290764, 35.910468)"
NC,HARMONY HALL NURSING AND REHABILITATION CENTER,North Carolina,"c(-77.584918, 35.272389)"
NC,LINCOLNTON REHABILITATION CENTER,North Carolina,"c(-81.234962, 35.473145)"
NC,DAVIS HEALTH CARE CENTER,North Carolina,"c(-77.774548, 34.292801)"
NC,ABERNETHY LAURELS,North Carolina,"c(-81.184359, 35.645406)"
NC,ACCORDIUS HEALTH AT GASTONIA,North Carolina,"c(-81.194051, 35.269808)"
NC,GLENBRIDGE HEALTH AND REHABILTATION CENTER,North Carolina,"c(-81.632941, 36.188463)"
NC,CHOWAN RIVER NURSING AND REHABILITATION CENTER,North Carolina,"c(-76.598977, 36.079582)"
NC,AUTUMN CARE OF MARION,North Carolina,"c(-82.019917, 35.702704)"
NC,STOKES COUNTY NURSING HOME,North Carolina,"c(-80.230776, 36.417437)"
NC,YADKIN NURSING CARE CENTER,North Carolina,"c(-80.676197, 36.135128)"
NC,MECKLENBURG HEALTH & REHABILITATION,North Carolina,"c(-80.940973, 35.136253)"
NC,SOUTHWOOD NURSING AND RETIREMENT,North Carolina,"c(-78.308525, 34.980369)"
NC,WILORA LAKE HEALTHCARE CENTER,North Carolina,"c(-80.746626, 35.209399)"
NC,FRIENDS HOMES WEST,North Carolina,"c(-79.899177, 36.0874)"
NC,TSALI CARE CENTER,North Carolina,"c(-83.355953, 35.46727)"
NC,THE OAKS AT SWEETEN CREEK,North Carolina,"c(-82.514008, 35.467901)"
NC,HARNETT WOODS NURSING AND REHABILITATION CENTER,North Carolina,"c(-78.649077, 35.312669)"
NC,SALEMTOWNE,North Carolina,"c(NA, NA)"
NC,WOODLANDS NURSING & REHABILITATION CENTER,North Carolina,"c(-78.913587, 35.087443)"
NC,BROOKDALE CARRIAGE CLUB PROVIDENCE,North Carolina,"c(-80.784606, 35.134141)"
NC,SHAIRE NURSING CENTER,North Carolina,"c(-81.534977, 35.855987)"
NC,TRANSYLVANIA REGIONAL HOSPITAL,North Carolina,"c(-82.713054, 35.256437)"
NC,CHERRY POINT BAY NURSING AND REHABILITATION CENTER,North Carolina,"c(-76.885831, 34.879481)"
NC,SATURN NURSING AND REHABILITATION CENTER,North Carolina,"c(-80.795705, 35.289986)"
NC,AYDEN COURT NURSING AND REHABILITATION CENTER,North Carolina,"c(-77.434279, 35.466259)"
NC,CROATAN RIDGE NURSING AND REHABILITATION CENTER,North Carolina,"c(-76.871915, 34.799887)"
NC,NC STATE VETERANS HOME - FAYETTEVILLE,North Carolina,"c(-78.872553, 35.0899)"
NC,HENDERSONVILLE HEALTH AND REHABILITATION,North Carolina,"c(-82.417698, 35.303915)"
NC,PEAK RESOURCES -  GASTONIA,North Carolina,"c(-81.138092, 35.276714)"
NC,THE STEWART HEALTH CENTER,North Carolina,"c(-80.851489, 35.13714)"
NC,LIBERTY COMMONS N&R ALAMANCE,North Carolina,"c(-79.502474, 36.072798)"
NC,LITCHFORD FALLS HEALTHCARE,North Carolina,"c(-78.602533, 35.890625)"
NC,WINDSOR POINT CONTINUING CARE,North Carolina,"c(-78.80254, 35.601288)"
NC,CROASDAILE VILLAGE,North Carolina,"c(-78.946948, 36.03923)"
NC,LAKE PARK NURSING AND REHABILITATION CENTER,North Carolina,"c(-80.636255, 35.076426)"
NC,LIBERTY COMMONS NSG & REHAB  CTR OF ROWAN COUNTY,North Carolina,"c(-80.528381, 35.624423)"
NC,CAROLINA REHAB CENTER OF CUMBERLAND,North Carolina,"c(-78.962977, 35.007602)"
NC,WHITESTONE  A MASONIC AND EASTERN STAR COMMUNITY,North Carolina,"c(-79.847413, 36.063797)"
NC,AUTUMN CARE OF MYRTLE GROVE,North Carolina,"c(-77.897223, 34.129721)"
NC,UNC REX REHAB & NURSING CARE CENTER OF APEX,North Carolina,"c(-78.848667, 35.717722)"
NC,ACCORDIUS HEALTH AT ABERDEEN,North Carolina,"c(-79.414904, 35.12131)"
NC,PRODIGY TRANSITIONAL REHAB,North Carolina,"c(-77.555646, 35.895666)"
NC,AUTUMN CARE OF STATESVILLE,North Carolina,"c(-80.850334, 35.794861)"
NC,CYPRESS GLEN RETIREMENT COMMUNITY,North Carolina,"c(NA, NA)"
NC,TOWER NURSING AND REHABILITATION CENTER,North Carolina,"c(-78.581636, 35.802654)"
NC,AUTUMN CARE OF NASH,North Carolina,"c(-77.93358, 35.970852)"
NC,PRUITTHEALTH-TOWN CENTER,North Carolina,"c(-80.647655, 35.328683)"
NC,CONOVER NURSING AND REHAB CTR,North Carolina,"c(-81.232679, 35.703638)"
NC,INN AT QUAIL HAVEN VILLAGE,North Carolina,"c(-79.467485, 35.171169)"
NC,LIBERTY COMMONS NSG & REH JOHN,North Carolina,"c(-78.541251, 35.403349)"
NC,PELICAN HEALTH THOMASVILLE,North Carolina,"c(-80.06298, 35.890077)"
NC,SNUG HARBOR ON NELSON BAY,North Carolina,"c(-76.392712, 34.887479)"
NC,UNIVERSAL HEALTH CARE/FLETCHER,North Carolina,"c(-82.500223, 35.441578)"
NC,UNIVERSAL HEALTH CARE/RAMSEUR,North Carolina,"c(-79.643216, 35.741742)"
NC,THE GARDENS OF TAYLOR GLEN RET COM,North Carolina,"c(-80.673692, 35.382563)"
NC,CAROLINA REHAB CENTER OF BURKE,North Carolina,"c(-81.469214, 35.714912)"
NC,RIVER LANDING AT SANDY RIDGE,North Carolina,"c(-80.014241, 36.063325)"
NC,UNIVERSAL HEALTH CARE/NORTH RALEIGH,North Carolina,"c(-78.555549, 35.88985)"
NC,PENN NURSING CENTER,North Carolina,"c(-79.666218, 36.354417)"
NC,NC STATE VETERANS HOME - SALISBURY,North Carolina,"c(-80.486145, 35.683593)"
NC,LIBERTY COMMONS NSG AND REHAB CTR OF LEE COUNTY,North Carolina,"c(-79.125319, 35.421291)"
NC,THE CEDARS OF CHAPEL HILL,North Carolina,"c(-79.00687, 35.909067)"
NC,SANFORD HEALTH & REHABILITATION CO,North Carolina,"c(-79.125356, 35.568944)"
NC,ADAMS FARM LIVING & REHABILITATION,North Carolina,"c(-79.900558, 36.017249)"
NC,"PEAK RESOURCES-WILMINGTON, INC",North Carolina,"c(-77.933833, 34.197349)"
NC,PRUITTHEALTH-RALEIGH,North Carolina,"c(-78.674754, 35.747243)"
NC,THE ARBOR,North Carolina,"c(-79.096653, 35.79385)"
NC,OLDE KNOX COMMONS AT THE VILLAGES OF MECKLENBURG,North Carolina,"c(-80.86684, 35.41872)"
NC,DURHAM NURSING & REHABILITATION CENTER,North Carolina,"c(-78.948142, 36.013274)"
NC,CAROLINA RIVERS NURSING AND REHABILITATION CENTER,North Carolina,"c(-77.407222, 34.750475)"
NC,SUNNYBROOK REHABILITATION CENTER,North Carolina,"c(-78.584525, 35.785416)"
NC,HIGHLAND FARMS,North Carolina,"c(-82.350665, 35.614333)"
NC,BRIAN CENTER HEALTH & REHAB HICKORY VIEWMONT,North Carolina,"c(-81.341511, 35.750484)"
NC,ACCORDIUS HEALTH AT ROSE MANOR LLC,North Carolina,"c(-78.903505, 36.050221)"
